ma_id,review_id,final_score,grade,estimate,p_value,significant,k,total_n,doi,citation_count,citation_percentile,who_essential,nice_guideline_count,influence_score,quadrant
CD013789_pub2_data__A4,CD013789,81,A,0.018273,0.974493,False,13,856,10.1002/14651858.CD013789.pub2,16,93.21357285429141,False,0,45.998003992015974,Moderate
CD013789_pub2_data__A5,CD013789,81,A,0.014904,0.979194,False,13,854,10.1002/14651858.CD013789.pub2,16,93.21357285429141,False,0,45.998003992015974,Moderate
CD013789_pub2_data__A19,CD013789,81,A,0.016222,0.977354,False,13,856,10.1002/14651858.CD013789.pub2,16,93.21357285429141,False,0,45.998003992015974,Moderate
CD004661_pub4_data__A20,CD004661,81,A,-0.059954,0.536448,False,6,8930,10.1002/14651858.CD004661.pub4,16,93.21357285429141,False,0,46.467065868263475,Moderate
CD014966_pub2_data__A2,CD014966,81,A,-0.354589,0.682392,False,6,238937,10.1002/14651858.CD014966.pub2,2,39.12175648702595,False,0,16.98602794411178,Hidden Gem
CD004661_pub4_data__A3,CD004661,81,A,-0.157496,5e-06,True,55,50946,10.1002/14651858.CD004661.pub4,16,93.21357285429141,False,0,46.467065868263475,Moderate
CD013789_pub2_data__A17,CD013789,81,A,0.019574,0.972677,False,13,854,10.1002/14651858.CD013789.pub2,16,93.21357285429141,False,0,45.998003992015974,Moderate
CD006023_pub4_data__A6,CD006023,81,A,-0.107936,0.290655,False,81,11781,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD002042_pub6_data__A20,CD002042,81,A,-0.019431,0.838978,False,39,23968,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD011535_pub7_data__A10,CD011535,81,A,-0.772082,0.0,True,47,35317,10.1002/14651858.CD011535.pub7,1,26.34730538922156,False,0,18.16367265469062,Hidden Gem
CD013816_pub2_data__A14,CD013816,81,A,0.348147,0.338217,False,5,1828,10.1002/14651858.CD013816.pub2,3,49.101796407185624,False,0,27.764471057884233,Hidden Gem
CD009362_pub4_data__A2,CD009362,81,A,-0.544307,0.001351,True,47,11030,10.1002/14651858.CD009362.pub4,5,63.57285429141717,False,0,26.76646706586827,Hidden Gem
CD011120_pub3_data__A1,CD011120,81,A,0.314161,0.052054,False,19,4145,10.1002/14651858.CD011120.pub3,5,63.57285429141717,False,0,26.13772455089821,Hidden Gem
CD005951_pub5_data__A3,CD005951,81,A,0.032754,0.826689,False,8,2881,10.1002/14651858.CD005951.pub5,7,73.05389221556887,False,0,35.17964071856288,Moderate
CD015854_data__A6,CD015854,81,A,-0.653327,0.12043,False,13,527,10.1002/14651858.CD015854,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD006023_pub4_data__A20,CD006023,81,A,-0.025564,0.929246,False,32,4100,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD006023_pub4_data__A16,CD006023,81,A,-0.157475,0.555822,False,14,1504,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD006023_pub4_data__A15,CD006023,81,A,0.229364,0.259818,False,17,2047,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD006023_pub4_data__A14,CD006023,81,A,-0.055015,0.821344,False,21,2365,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD014855_pub2_data__A2,CD014855,81,A,0.749602,0.003479,True,18,1818,10.1002/14651858.CD014855.pub2,0,9.68063872255489,False,0,6.57684630738523,Hidden Gem
CD009298_pub3_data__A1,CD009298,81,A,-0.16765,0.271655,False,6,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD015854_data__A1,CD015854,81,A,-0.489305,0.091171,False,16,596,10.1002/14651858.CD015854,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD014869_pub2_data__A6,CD014869,81,A,-0.225377,0.474602,False,8,1364,10.1002/14651858.CD014869.pub2,0,9.68063872255489,False,0,7.325349301397207,Hidden Gem
CD006023_pub4_data__A11,CD006023,81,A,-0.182258,0.339986,False,18,4801,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD006023_pub4_data__A12,CD006023,81,A,0.000647,0.998131,False,14,1471,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD006023_pub4_data__A8,CD006023,81,A,0.286245,0.128294,False,30,5916,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD005566_pub4_data__A5,CD005566,81,A,-0.138371,0.167121,False,86,19148,10.1002/14651858.CD005566.pub4,6,68.76247504990019,False,0,33.46307385229541,Moderate
CD013816_pub2_data__A3,CD013816,81,A,-0.005728,0.994268,False,6,1858,10.1002/14651858.CD013816.pub2,3,49.101796407185624,False,0,27.764471057884233,Hidden Gem
CD013816_pub2_data__A4,CD013816,81,A,-0.180019,0.791428,False,7,2029,10.1002/14651858.CD013816.pub2,3,49.101796407185624,False,0,27.764471057884233,Hidden Gem
CD015854_data__A2,CD015854,81,A,-0.084418,0.76037,False,14,563,10.1002/14651858.CD015854,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD010966_pub4_data__A16,CD010966,81,A,-0.205472,0.001196,True,69,10165,10.1002/14651858.CD010966.pub4,8,76.14770459081836,False,0,39.560878243512974,Moderate
CD016031_data__A9,CD016031,81,A,-0.122135,0.428603,False,8,1798,10.1002/14651858.CD016031,2,39.12175648702595,False,0,24.13173652694611,Hidden Gem
CD014811_pub2_data__A1,CD014811,81,A,0.005524,0.994043,False,8,875,10.1002/14651858.CD014811.pub2,6,68.76247504990019,False,0,29.54091816367265,Hidden Gem
CD014811_pub2_data__A5,CD014811,81,A,0.066606,0.7249,False,5,901,10.1002/14651858.CD014811.pub2,6,68.76247504990019,False,0,29.54091816367265,Hidden Gem
CD013816_pub2_data__A7,CD013816,81,A,0.061816,0.86319,False,6,1736,10.1002/14651858.CD013816.pub2,3,49.101796407185624,False,0,27.764471057884233,Hidden Gem
CD005133_pub4_data__A4,CD005133,81,A,0.018435,0.955005,False,13,1238,10.1002/14651858.CD005133.pub4,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD009679_pub3_data__A7,CD009679,81,A,0.100031,0.805942,False,11,855,10.1002/14651858.CD009679.pub3,4,57.48502994011976,False,0,29.451097804391217,Hidden Gem
CD005133_pub4_data__A7,CD005133,81,A,0.093878,0.84866,False,9,977,10.1002/14651858.CD005133.pub4,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD010145_pub2_data__A2,CD010145,81,A,-1.221929,1e-06,True,12,1494,10.1002/14651858.CD010145.pub2,2,39.12175648702595,False,0,24.361277445109785,Hidden Gem
CD015749_pub2_data__A2,CD015749,80,A,0.048195,0.867717,False,6,536,10.1002/14651858.CD015749.pub2,2,39.12175648702595,False,0,19.79041916167665,Hidden Gem
CD015751_pub2_data__A3,CD015751,80,A,-0.455862,0.604742,False,6,364,10.1002/14651858.CD015751.pub2,3,49.101796407185624,False,0,22.345309381237527,Hidden Gem
CD009749_pub3_data__A8,CD009749,80,A,1.265642,0.035489,True,10,879,10.1002/14651858.CD009749.pub3,7,73.05389221556887,False,0,34.47105788423154,Moderate
CD015749_pub2_data__A1,CD015749,80,A,0.239244,0.74813,False,8,890,10.1002/14651858.CD015749.pub2,2,39.12175648702595,False,0,19.79041916167665,Hidden Gem
CD003774_pub5_data__A4,CD003774,80,A,-0.725649,0.0,True,90,11771,10.1002/14651858.CD003774.pub5,13,88.32335329341318,False,0,43.26347305389221,Moderate
CD013613_pub2_data__A15,CD013613,80,A,-0.016302,0.926789,False,6,637,10.1002/14651858.CD013613.pub2,3,49.101796407185624,False,0,26.986027944111775,Hidden Gem
CD014722_pub2_data__A20,CD014722,80,A,0.000458,0.999618,False,5,932,10.1002/14651858.CD014722.pub2,14,90.31936127744511,False,0,44.61077844311377,Moderate
CD014722_pub2_data__A19,CD014722,80,A,-0.014814,0.987614,False,5,1081,10.1002/14651858.CD014722.pub2,14,90.31936127744511,False,0,44.61077844311377,Moderate
CD011689_pub4_data__A9,CD011689,80,A,-0.013557,0.915127,False,249,125931,10.1002/14651858.CD011689.pub4,1,26.34730538922156,False,0,18.662674650698605,Hidden Gem
CD011689_pub4_data__A8,CD011689,80,A,-0.021635,0.845283,False,328,206636,10.1002/14651858.CD011689.pub4,1,26.34730538922156,False,0,18.662674650698605,Hidden Gem
CD011689_pub4_data__A4,CD011689,80,A,0.08158,0.505991,False,36,170037,10.1002/14651858.CD011689.pub4,1,26.34730538922156,False,0,18.662674650698605,Hidden Gem
CD013541_pub2_data__A8,CD013541,80,A,-0.180309,0.851564,False,5,289,10.1002/14651858.CD013541.pub2,11,84.83033932135729,False,0,39.18163672654691,Moderate
CD012586_pub2_data__A5,CD012586,80,A,-0.135788,0.048252,True,50,14849,10.1002/14651858.CD012586.pub2,4,57.48502994011976,False,0,28.243512974051896,Hidden Gem
CD014722_pub2_data__A14,CD014722,80,A,-0.052128,0.940088,False,9,886,10.1002/14651858.CD014722.pub2,14,90.31936127744511,False,0,44.61077844311377,Moderate
CD014722_pub2_data__A15,CD014722,80,A,-0.018864,0.984257,False,5,954,10.1002/14651858.CD014722.pub2,14,90.31936127744511,False,0,44.61077844311377,Moderate
CD014722_pub2_data__A6,CD014722,80,A,0.048062,0.944586,False,9,3232,10.1002/14651858.CD014722.pub2,14,90.31936127744511,False,0,44.61077844311377,Moderate
CD013396_pub2_data__A3,CD013396,80,A,-0.216226,0.047984,True,8,3256,10.1002/14651858.CD013396.pub2,2,39.12175648702595,False,0,21.60678642714571,Hidden Gem
CD006536_pub5_data__A11,CD006536,80,A,-0.164735,0.836688,False,7,338,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD007374_pub3_data__A19,CD007374,80,A,0.144972,0.880315,False,5,271,10.1002/14651858.CD007374.pub3,7,73.05389221556887,False,0,37.93413173652695,Moderate
CD008709_pub4_data__A1,CD008709,80,A,-0.19553,0.041599,True,27,4092,10.1002/14651858.CD008709.pub4,12,86.42714570858283,False,0,42.86427145708583,Moderate
CD011866_pub3_data__A1,CD011866,80,A,-0.290214,0.002159,True,48,6022,10.1002/14651858.CD011866.pub3,13,88.32335329341318,False,0,40.57884231536926,Moderate
CD011866_pub3_data__A9,CD011866,80,A,-0.273592,0.753596,False,6,366,10.1002/14651858.CD011866.pub3,13,88.32335329341318,False,0,40.57884231536926,Moderate
CD014722_pub2_data__A18,CD014722,80,A,0.028859,0.966719,False,9,1702,10.1002/14651858.CD014722.pub2,14,90.31936127744511,False,0,44.61077844311377,Moderate
CD011885_pub2_data__A1,CD011885,80,A,0.548537,0.05228,False,12,1330,10.1002/14651858.CD011885.pub2,0,9.68063872255489,False,0,13.79241516966068,Hidden Gem
CD004953_pub5_data__A8,CD004953,80,A,-0.324423,0.089598,False,16,2176,10.1002/14651858.CD004953.pub5,0,9.68063872255489,False,0,10.658682634730539,Hidden Gem
CD015536_pub2_data__A7,CD015536,80,A,-0.740902,0.019563,True,30,3374,10.1002/14651858.CD015536.pub2,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD013830_pub2_data__A21,CD013830,80,A,0.803128,0.264723,False,6,288,10.1002/14651858.CD013830.pub2,15,91.81636726546905,True,0,65.43912175648703,Safe
CD006124_pub3_data__A7,CD006124,80,A,0.066933,0.922982,False,9,1045,10.1002/14651858.CD006124.pub3,7,73.05389221556887,False,0,32.6746506986028,Moderate
CD015749_pub2_data__A4,CD015749,80,A,-0.017442,0.982579,False,7,547,10.1002/14651858.CD015749.pub2,2,39.12175648702595,False,0,19.79041916167665,Hidden Gem
CD014428_pub2_data__A1,CD014428,80,A,-0.048589,0.919772,False,18,1548,10.1002/14651858.CD014428.pub2,1,26.34730538922156,False,0,13.992015968063875,Hidden Gem
CD004661_pub4_data__A1,CD004661,80,A,-0.045998,0.257752,False,55,56601,10.1002/14651858.CD004661.pub4,16,93.21357285429141,False,0,46.467065868263475,Moderate
CD015332_pub2_data__A24,CD015332,80,A,0.197688,0.762124,False,6,264,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD015749_pub2_data__A5,CD015749,80,A,-0.058266,0.946476,False,6,531,10.1002/14651858.CD015749.pub2,2,39.12175648702595,False,0,19.79041916167665,Hidden Gem
CD007024_pub3_data__A1,CD007024,80,A,-0.067413,0.863763,False,27,1582,10.1002/14651858.CD007024.pub3,3,49.101796407185624,False,0,25.59880239520958,Hidden Gem
CD007024_pub3_data__A2,CD007024,80,A,-0.218104,0.635209,False,20,1218,10.1002/14651858.CD007024.pub3,3,49.101796407185624,False,0,25.59880239520958,Hidden Gem
CD007024_pub3_data__A4,CD007024,80,A,0.343112,0.115426,False,16,892,10.1002/14651858.CD007024.pub3,3,49.101796407185624,False,0,25.59880239520958,Hidden Gem
CD015751_pub2_data__A1,CD015751,80,A,-0.295188,0.735224,False,6,317,10.1002/14651858.CD015751.pub2,3,49.101796407185624,False,0,22.345309381237527,Hidden Gem
CD015749_pub2_data__A7,CD015749,80,A,0.019672,0.981964,False,6,506,10.1002/14651858.CD015749.pub2,2,39.12175648702595,False,0,19.79041916167665,Hidden Gem
CD015824_pub2_data__A2,CD015824,80,A,-0.044443,0.83319,False,11,2120,10.1002/14651858.CD015824.pub2,1,26.34730538922156,False,0,15.179640718562876,Hidden Gem
CD015332_pub2_data__A11,CD015332,80,A,0.046014,0.950817,False,8,267,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD015332_pub2_data__A8,CD015332,80,A,0.008412,0.988403,False,7,302,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD015332_pub2_data__A17,CD015332,80,A,0.651865,0.40494,False,6,203,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD015332_pub2_data__A9,CD015332,80,A,-0.131472,0.879465,False,6,340,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD014967_pub2_data__A7,CD014967,80,A,0.244922,0.523653,False,5,397,10.1002/14651858.CD014967.pub2,12,86.42714570858283,False,0,42.19560878243513,Moderate
CD013366_pub2_data__A6,CD013366,80,A,-0.355023,0.058243,False,16,3665,10.1002/14651858.CD013366.pub2,10,82.83433133732535,False,0,40.47904191616767,Moderate
CD013366_pub2_data__A4,CD013366,80,A,-0.558072,0.031319,True,14,3278,10.1002/14651858.CD013366.pub2,10,82.83433133732535,False,0,40.47904191616767,Moderate
CD015824_pub2_data__A5,CD015824,80,A,-0.189256,0.740464,False,13,1772,10.1002/14651858.CD015824.pub2,1,26.34730538922156,False,0,15.179640718562876,Hidden Gem
CD015332_pub2_data__A27,CD015332,80,A,-0.125706,0.876876,False,7,285,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD007374_pub3_data__A10,CD007374,80,A,0.087448,0.927292,False,5,412,10.1002/14651858.CD007374.pub3,7,73.05389221556887,False,0,37.93413173652695,Moderate
CD007310_pub3_data__A8,CD007310,80,A,-0.071921,0.637946,False,16,2860,10.1002/14651858.CD007310.pub3,0,9.68063872255489,False,0,11.497005988023954,Hidden Gem
CD015332_pub2_data__A12,CD015332,80,A,0.241722,0.692597,False,8,433,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD015332_pub2_data__A31,CD015332,80,A,-0.100019,0.900906,False,7,274,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD015824_pub2_data__A4,CD015824,80,A,-0.189937,0.739495,False,13,2039,10.1002/14651858.CD015824.pub2,1,26.34730538922156,False,0,15.179640718562876,Hidden Gem
CD015332_pub2_data__A38,CD015332,80,A,0.080306,0.886137,False,5,270,10.1002/14651858.CD015332.pub2,2,39.12175648702595,False,0,25.40918163672655,Hidden Gem
CD006257_pub2_data__A2,CD006257,80,A,-0.041947,0.775334,False,80,17871,10.1002/14651858.CD006257.pub2,10,82.83433133732535,False,0,40.91816367265469,Moderate
CD009252_pub2_data__A2,CD009252,80,A,-0.049684,0.854387,False,27,2460,10.1002/14651858.CD009252.pub2,5,63.57285429141717,False,0,26.76646706586827,Hidden Gem
CD006257_pub2_data__A3,CD006257,80,A,-0.064872,0.624114,False,102,16263,10.1002/14651858.CD006257.pub2,10,82.83433133732535,False,0,40.91816367265469,Moderate
CD006023_pub4_data__A2,CD006023,80,A,-0.17453,0.14381,False,88,19592,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD006023_pub4_data__A10,CD006023,80,A,-0.063025,0.734565,False,18,2970,10.1002/14651858.CD006023.pub4,1,26.34730538922156,False,0,19.9500998003992,Hidden Gem
CD006257_pub2_data__A1,CD006257,80,A,-0.080733,0.284882,False,123,29667,10.1002/14651858.CD006257.pub2,10,82.83433133732535,False,0,40.91816367265469,Moderate
CD006536_pub5_data__A9,CD006536,80,A,-0.103845,0.904903,False,6,290,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD014869_pub2_data__A1,CD014869,80,A,-0.193052,0.552376,False,8,1364,10.1002/14651858.CD014869.pub2,0,9.68063872255489,False,0,7.325349301397207,Hidden Gem
CD014811_pub2_data__A4,CD014811,80,A,-0.214875,0.24891,False,5,768,10.1002/14651858.CD014811.pub2,6,68.76247504990019,False,0,29.54091816367265,Hidden Gem
CD005595_pub4_data__A8,CD005595,80,A,-1.086449,0.035862,True,12,859,10.1002/14651858.CD005595.pub4,8,76.14770459081836,False,0,37.24550898203593,Moderate
CD005595_pub4_data__A10,CD005595,80,A,0.182469,0.210121,False,55,12019,10.1002/14651858.CD005595.pub4,8,76.14770459081836,False,0,37.24550898203593,Moderate
CD005566_pub4_data__A7,CD005566,80,A,-0.084264,0.432333,False,108,6488,10.1002/14651858.CD005566.pub4,6,68.76247504990019,False,0,33.46307385229541,Moderate
CD005566_pub4_data__A8,CD005566,80,A,0.015048,0.947107,False,80,6166,10.1002/14651858.CD005566.pub4,6,68.76247504990019,False,0,33.46307385229541,Moderate
CD005566_pub4_data__A9,CD005566,80,A,0.003952,0.99127,False,32,1973,10.1002/14651858.CD005566.pub4,6,68.76247504990019,False,0,33.46307385229541,Moderate
CD005566_pub4_data__A6,CD005566,80,A,-0.142615,0.124241,False,109,18738,10.1002/14651858.CD005566.pub4,6,68.76247504990019,False,0,33.46307385229541,Moderate
CD014811_pub2_data__A2,CD014811,80,A,0.339306,0.209826,False,8,939,10.1002/14651858.CD014811.pub2,6,68.76247504990019,False,0,29.54091816367265,Hidden Gem
CD005595_pub4_data__A12,CD005595,80,A,-0.217882,0.29865,False,38,4099,10.1002/14651858.CD005595.pub4,8,76.14770459081836,False,0,37.24550898203593,Moderate
CD013830_pub2_data__A1,CD013830,80,A,-0.246923,0.037211,True,6,3776,10.1002/14651858.CD013830.pub2,15,91.81636726546905,True,0,65.43912175648703,Safe
CD012712_pub2_data__A12,CD012712,80,A,-0.041754,0.863247,False,14,1369,10.1002/14651858.CD012712.pub2,10,82.83433133732535,True,0,61.427145708582835,Safe
CD005566_pub4_data__A10,CD005566,80,A,0.010461,0.977652,False,30,1656,10.1002/14651858.CD005566.pub4,6,68.76247504990019,False,0,33.46307385229541,Moderate
CD005566_pub4_data__A11,CD005566,80,A,0.014044,0.972595,False,25,1841,10.1002/14651858.CD005566.pub4,6,68.76247504990019,False,0,33.46307385229541,Moderate
CD006536_pub5_data__A22,CD006536,80,A,-0.412279,0.670796,False,5,418,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD007784_pub3_data__A12,CD007784,80,A,-0.043109,0.956852,False,7,356,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD006536_pub5_data__A24,CD006536,79,B,-0.788457,0.69756,False,1,39,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Moderate
CD007374_pub3_data__A16,CD007374,79,B,-0.011111,0.995012,False,2,358,10.1002/14651858.CD007374.pub3,7,73.05389221556887,False,0,37.93413173652695,Moderate
CD015215_pub2_data__A1,CD015215,79,B,0.639273,0.029822,True,11,847,10.1002/14651858.CD015215.pub2,11,84.83033932135729,False,0,43.802395209580844,Moderate
CD004953_pub5_data__A10,CD004953,79,B,0.007899,0.99206,False,7,628,10.1002/14651858.CD004953.pub5,0,9.68063872255489,False,0,10.658682634730539,Moderate
CD011858_pub2_data__A4,CD011858,79,B,-0.027797,0.959531,False,5,465,10.1002/14651858.CD011858.pub2,9,79.84031936127745,False,0,39.28143712574851,Moderate
CD015804_pub2_data__A12,CD015804,79,B,0.09309,0.963301,False,1,42,10.1002/14651858.CD015804.pub2,10,82.83433133732535,False,0,39.590818363273456,Moderate
CD014736_pub2_data__A1,CD014736,79,B,-0.164684,0.824179,False,8,414,10.1002/14651858.CD014736.pub2,0,9.68063872255489,False,0,6.57684630738523,Moderate
CD013830_pub2_data__A18,CD013830,79,B,-0.465762,0.014056,False,1,1920,10.1002/14651858.CD013830.pub2,15,91.81636726546905,True,0,65.43912175648703,Moderate
CD014736_pub2_data__A2,CD014736,79,B,-0.099095,0.795639,False,8,444,10.1002/14651858.CD014736.pub2,0,9.68063872255489,False,0,6.57684630738523,Moderate
CD010966_pub4_data__A22,CD010966,79,B,1.75972,0.265786,False,1,41,10.1002/14651858.CD010966.pub4,8,76.14770459081836,False,0,39.560878243512974,Moderate
CD008469_pub3_data__A4,CD008469,79,B,-1.146725,0.058764,False,6,1371,10.1002/14651858.CD008469.pub3,0,9.68063872255489,False,0,6.57684630738523,Moderate
CD013834_pub2_data__A2,CD013834,79,B,-0.083525,0.867459,False,17,614,10.1002/14651858.CD013834.pub2,4,57.48502994011976,False,0,24.331337325349303,Moderate
CD013830_pub2_data__A5,CD013830,79,B,-1.206199,0.099612,False,5,1892,10.1002/14651858.CD013830.pub2,15,91.81636726546905,True,0,65.43912175648703,Moderate
CD013830_pub2_data__A4,CD013830,79,B,-0.690608,0.08167,False,9,3118,10.1002/14651858.CD013830.pub2,15,91.81636726546905,True,0,65.43912175648703,Moderate
CD013874_pub3_data__A16,CD013874,79,B,-0.664437,0.508423,False,1,472,10.1002/14651858.CD013874.pub3,0,9.68063872255489,False,0,11.497005988023954,Moderate
CD010966_pub4_data__A25,CD010966,79,B,-0.125163,0.950613,False,1,47,10.1002/14651858.CD010966.pub4,8,76.14770459081836,False,0,39.560878243512974,Moderate
CD013396_pub2_data__A11,CD013396,79,B,-0.729079,0.717884,False,1,62,10.1002/14651858.CD013396.pub2,2,39.12175648702595,False,0,21.60678642714571,Moderate
CD013614_pub2_data__A35,CD013614,79,B,0.42214,0.816571,False,2,168,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Moderate
CD010966_pub4_data__A23,CD010966,79,B,-0.049994,0.977727,False,2,195,10.1002/14651858.CD010966.pub4,8,76.14770459081836,False,0,39.560878243512974,Moderate
CD013614_pub2_data__A37,CD013614,79,B,-0.126664,0.943436,False,2,188,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Moderate
CD013614_pub2_data__A42,CD013614,79,B,-0.470261,0.106646,False,5,1576,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Moderate
CD013614_pub2_data__A43,CD013614,79,B,-0.488748,0.040844,True,5,1852,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Moderate
CD013476_pub2_data__A14,CD013476,79,B,-1.925291,0.039233,False,1,31,10.1002/14651858.CD013476.pub2,1,26.34730538922156,False,0,17.584830339321357,Moderate
CD013476_pub2_data__A7,CD013476,79,B,-0.125163,0.951593,False,1,15,10.1002/14651858.CD013476.pub2,1,26.34730538922156,False,0,17.584830339321357,Moderate
CD013476_pub2_data__A5,CD013476,79,B,-0.973449,0.633253,False,1,30,10.1002/14651858.CD013476.pub2,1,26.34730538922156,False,0,17.584830339321357,Moderate
CD007024_pub3_data__A7,CD007024,79,B,0.910315,0.543106,False,2,135,10.1002/14651858.CD007024.pub3,3,49.101796407185624,False,0,25.59880239520958,Moderate
CD011866_pub3_data__A10,CD011866,79,B,-0.102854,0.954349,False,2,78,10.1002/14651858.CD011866.pub3,13,88.32335329341318,False,0,40.57884231536926,Moderate
CD013614_pub2_data__A25,CD013614,79,B,0.348412,0.25276,False,9,3604,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Moderate
CD009298_pub3_data__A46,CD009298,79,B,1.252763,0.304439,False,1,30,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Moderate
CD009298_pub3_data__A45,CD009298,79,B,0.0,1.0,False,1,30,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Moderate
CD007024_pub3_data__A9,CD007024,79,B,0.0,1.0,False,1,8,10.1002/14651858.CD007024.pub3,3,49.101796407185624,False,0,25.59880239520958,Moderate
CD013476_pub2_data__A8,CD013476,79,B,-0.315081,0.876761,False,1,31,10.1002/14651858.CD013476.pub2,1,26.34730538922156,False,0,17.584830339321357,Moderate
CD013476_pub2_data__A4,CD013476,79,B,-0.125163,0.951593,False,1,15,10.1002/14651858.CD013476.pub2,1,26.34730538922156,False,0,17.584830339321357,Moderate
CD013476_pub2_data__A3,CD013476,79,B,-0.315081,0.876761,False,1,31,10.1002/14651858.CD013476.pub2,1,26.34730538922156,False,0,17.584830339321357,Moderate
CD008858_pub5_data__A1,CD008858,79,B,-1.349304,0.008307,True,7,190431,10.1002/14651858.CD008858.pub5,17,94.61077844311377,False,0,39.880239520958085,Moderate
CD010216_pub9_data__A2,CD010216,79,B,0.188342,0.078229,False,32,10095,10.1002/14651858.CD010216.pub9,22,96.8063872255489,True,0,66.84630738522955,Moderate
CD014687_pub2_data__A3,CD014687,79,B,1.195472,0.017381,True,9,680,10.1002/14651858.CD014687.pub2,3,49.101796407185624,False,0,20.34930139720559,Moderate
CD014594_pub2_data__A5,CD014594,79,B,0.043814,0.980332,False,2,1051,10.1002/14651858.CD014594.pub2,0,9.68063872255489,False,0,5.908183632734531,Moderate
CD015673_pub2_data__A11,CD015673,79,B,0.179048,0.929297,False,1,55,10.1002/14651858.CD015673.pub2,5,63.57285429141717,False,0,31.3872255489022,Moderate
CD013476_pub2_data__A2,CD013476,79,B,-0.125163,0.951593,False,1,15,10.1002/14651858.CD013476.pub2,1,26.34730538922156,False,0,17.584830339321357,Moderate
CD016131_data__A1,CD016131,79,B,-0.948512,9.5e-05,True,14,114306,10.1002/14651858.CD016131,0,9.68063872255489,False,0,7.325349301397207,Moderate
CD015751_pub2_data__A4,CD015751,79,B,0.341261,0.805695,False,2,138,10.1002/14651858.CD015751.pub2,3,49.101796407185624,False,0,22.345309381237527,Moderate
CD014300_pub2_data__A11,CD014300,79,B,-0.080089,0.933084,False,5,1633,10.1002/14651858.CD014300.pub2,8,76.14770459081836,False,0,37.50499001996008,Moderate
CD014145_pub2_data__A8,CD014145,79,B,0.389398,0.711664,False,2,85,10.1002/14651858.CD014145.pub2,2,39.12175648702595,True,0,40.28942115768463,Moderate
CD014145_pub2_data__A9,CD014145,79,B,1.889638,0.341617,False,2,85,10.1002/14651858.CD014145.pub2,2,39.12175648702595,True,0,40.28942115768463,Moderate
