ma_id,review_id,final_score,grade,estimate,p_value,significant,k,total_n,doi,citation_count,citation_percentile,who_essential,nice_guideline_count,influence_score,quadrant
CD007784_pub3_data__A50,CD007784,90,A+,-0.414015,3e-06,True,14,36156,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A24,CD007784,90,A+,-0.414015,3e-06,True,14,36156,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A23,CD007784,90,A+,-0.414015,3e-06,True,14,36156,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD006536_pub5_data__A3,CD006536,90,A+,-0.536863,0.004566,True,80,6537,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD007784_pub3_data__A38,CD007784,90,A+,-0.414015,3e-06,True,14,36156,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A53,CD007784,90,A+,-0.45833,1e-05,True,13,29909,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013425_pub2_data__A12,CD013425,90,A+,0.731837,4.6e-05,True,16,4301,10.1002/14651858.CD013425.pub2,2,39.12175648702595,False,0,22.435129740518963,Hidden Gem
CD010290_pub4_data__A3,CD010290,90,A+,0.432994,0.008163,True,13,2151,10.1002/14651858.CD010290.pub4,2,39.12175648702595,False,0,23.433133732534934,Hidden Gem
CD003376_pub4_data__A5,CD003376,90,A+,-0.84494,1.3e-05,True,26,3209,10.1002/14651858.CD003376.pub4,1,26.34730538922156,False,0,15.179640718562876,Hidden Gem
CD013541_pub2_data__A1,CD013541,90,A+,-0.331514,0.025709,True,61,4048,10.1002/14651858.CD013541.pub2,11,84.83033932135729,False,0,39.18163672654691,Moderate
CD007784_pub3_data__A1,CD007784,90,A+,-0.409824,1e-06,True,16,39382,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD010290_pub4_data__A10,CD010290,90,A+,0.386738,0.031921,True,10,1809,10.1002/14651858.CD010290.pub4,2,39.12175648702595,False,0,23.433133732534934,Hidden Gem
CD001155_pub3_data__A3,CD001155,90,A+,-0.337419,2e-06,True,83,75135,10.1002/14651858.CD001155.pub3,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD009298_pub3_data__A28,CD009298,88,A,-0.045359,0.806816,False,10,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD005595_pub4_data__A11,CD005595,88,A,0.161576,0.233754,False,50,5510,10.1002/14651858.CD005595.pub4,8,76.14770459081836,False,0,37.24550898203593,Moderate
CD007784_pub3_data__A51,CD007784,88,A,-0.079704,0.862196,False,20,1186,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A44,CD007784,88,A,-0.045645,0.913073,False,24,2183,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013614_pub2_data__A27,CD013614,88,A,-0.086754,0.873891,False,14,3937,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD009298_pub3_data__A27,CD009298,88,A,-0.043397,0.830873,False,11,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD007784_pub3_data__A42,CD007784,88,A,-0.079704,0.862196,False,20,1186,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A40,CD007784,88,A,-0.058918,0.887969,False,24,2179,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013830_pub2_data__A2,CD013830,88,A,-0.11877,0.554967,False,14,3216,10.1002/14651858.CD013830.pub2,15,91.81636726546905,True,0,65.43912175648703,Safe
CD009749_pub3_data__A3,CD009749,88,A,-0.06862,0.792742,False,10,1601,10.1002/14651858.CD009749.pub3,7,73.05389221556887,False,0,34.47105788423154,Moderate
CD010966_pub4_data__A1,CD010966,88,A,-0.20775,0.385307,False,65,7665,10.1002/14651858.CD010966.pub4,8,76.14770459081836,False,0,39.560878243512974,Moderate
CD006536_pub5_data__A21,CD006536,88,A,-0.091109,0.826967,False,24,1962,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD009298_pub3_data__A16,CD009298,88,A,0.100422,0.64792,False,10,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD006536_pub5_data__A2,CD006536,88,A,-0.238823,0.007631,True,152,13746,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD009298_pub3_data__A8,CD009298,88,A,0.002689,0.996736,False,10,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD016136_data__A5,CD016136,88,A,-0.196544,0.731384,False,13,1834,10.1002/14651858.CD016136,4,57.48502994011976,False,0,25.02994011976048,Hidden Gem
CD016136_data__A4,CD016136,88,A,-0.113278,0.761907,False,30,4912,10.1002/14651858.CD016136,4,57.48502994011976,False,0,25.02994011976048,Hidden Gem
CD010966_pub4_data__A3,CD010966,88,A,-0.168393,0.134032,False,121,9110,10.1002/14651858.CD010966.pub4,8,76.14770459081836,False,0,39.560878243512974,Moderate
CD007784_pub3_data__A28,CD007784,88,A,-0.045645,0.913073,False,24,2183,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A30,CD007784,88,A,-0.079704,0.862196,False,20,1186,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A58,CD007784,88,A,-0.079493,0.855946,False,22,1118,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD007784_pub3_data__A59,CD007784,88,A,-0.09513,0.840143,False,19,1071,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013614_pub2_data__A9,CD013614,88,A,0.060665,0.672353,False,16,6239,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD013071_pub2_data__A19,CD013071,88,A,-0.222933,0.300296,False,12,2966,10.1002/14651858.CD013071.pub2,15,91.81636726546905,False,0,45.20958083832335,Moderate
CD013614_pub2_data__A7,CD013614,88,A,-0.121821,0.817251,False,15,5650,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD007784_pub3_data__A60,CD007784,88,A,-0.101047,0.830333,False,19,1098,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD010290_pub4_data__A9,CD010290,88,A,0.407145,0.197223,False,14,1972,10.1002/14651858.CD010290.pub4,2,39.12175648702595,False,0,23.433133732534934,Hidden Gem
CD001155_pub3_data__A6,CD001155,88,A,-0.017522,0.757697,False,40,17219,10.1002/14651858.CD001155.pub3,0,9.68063872255489,False,0,9.121756487025948,Hidden Gem
CD013541_pub2_data__A4,CD013541,88,A,-0.205519,0.24175,False,32,2347,10.1002/14651858.CD013541.pub2,11,84.83033932135729,False,0,39.18163672654691,Moderate
CD013830_pub2_data__A9,CD013830,88,A,-1.206896,0.019857,True,4,1965,10.1002/14651858.CD013830.pub2,15,91.81636726546905,True,0,65.43912175648703,Safe
CD003376_pub4_data__A4,CD003376,88,A,-0.892509,9e-05,True,24,2427,10.1002/14651858.CD003376.pub4,1,26.34730538922156,False,0,15.179640718562876,Hidden Gem
CD006536_pub5_data__A5,CD006536,88,A,-0.338156,0.056952,False,57,5087,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD013071_pub2_data__A2,CD013071,88,A,0.001819,0.995866,False,18,2869,10.1002/14651858.CD013071.pub2,15,91.81636726546905,False,0,45.20958083832335,Moderate
CD013071_pub2_data__A3,CD013071,88,A,-0.033947,0.952495,False,13,2569,10.1002/14651858.CD013071.pub2,15,91.81636726546905,False,0,45.20958083832335,Moderate
CD004376_pub4_data__A5,CD004376,88,A,-0.018535,0.756906,False,123,16313,10.1002/14651858.CD004376.pub4,31,98.60279441117764,False,0,42.14570858283433,Moderate
CD012712_pub2_data__A14,CD012712,88,A,-0.0016,0.991474,False,12,2928,10.1002/14651858.CD012712.pub2,10,82.83433133732535,True,0,61.427145708582835,Safe
CD006536_pub5_data__A15,CD006536,88,A,-0.44123,0.124602,False,51,4189,10.1002/14651858.CD006536.pub5,0,9.68063872255489,False,0,12.86427145708583,Hidden Gem
CD007784_pub3_data__A47,CD007784,88,A,-0.079704,0.862196,False,20,1186,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013425_pub2_data__A4,CD013425,88,A,0.550708,0.000124,True,49,6958,10.1002/14651858.CD013425.pub2,2,39.12175648702595,False,0,22.435129740518963,Hidden Gem
CD007784_pub3_data__A52,CD007784,88,A,-0.075577,0.879404,False,17,4170,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013614_pub2_data__A17,CD013614,88,A,1.627347,0.0,True,23,6545,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD013614_pub2_data__A31,CD013614,88,A,0.060707,0.925808,False,10,3270,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD013614_pub2_data__A11,CD013614,88,A,-0.113306,0.829747,False,15,6433,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD013614_pub2_data__A13,CD013614,88,A,-0.226629,0.690562,False,13,4844,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD013614_pub2_data__A14,CD013614,88,A,0.035286,0.823773,False,22,6724,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD002042_pub6_data__A12,CD002042,88,A,0.044077,0.447058,False,31,15444,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD013614_pub2_data__A15,CD013614,88,A,0.028555,0.856953,False,22,6680,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD013614_pub2_data__A10,CD013614,88,A,-0.138396,0.163965,False,17,6283,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD009298_pub3_data__A12,CD009298,88,A,0.002689,0.996736,False,10,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD003598_pub3_data__A1,CD003598,88,A,-0.230943,0.014985,True,66,9101,10.1002/14651858.CD003598.pub3,2,39.12175648702595,False,0,25.309381237524953,Hidden Gem
CD013614_pub2_data__A16,CD013614,88,A,0.27626,0.108984,False,24,7451,10.1002/14651858.CD013614.pub2,2,39.12175648702595,False,0,25.449101796407188,Hidden Gem
CD009298_pub3_data__A7,CD009298,88,A,0.018286,0.97676,False,11,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD010290_pub4_data__A4,CD010290,88,A,-0.03729,0.87311,False,13,1750,10.1002/14651858.CD010290.pub4,2,39.12175648702595,False,0,23.433133732534934,Hidden Gem
CD010290_pub4_data__A2,CD010290,88,A,0.197894,0.369323,False,10,1288,10.1002/14651858.CD010290.pub4,2,39.12175648702595,False,0,23.433133732534934,Hidden Gem
CD009749_pub3_data__A5,CD009749,88,A,0.157055,0.224079,False,13,1886,10.1002/14651858.CD009749.pub3,7,73.05389221556887,False,0,34.47105788423154,Moderate
CD010290_pub4_data__A6,CD010290,88,A,-0.283664,0.426766,False,11,1029,10.1002/14651858.CD010290.pub4,2,39.12175648702595,False,0,23.433133732534934,Hidden Gem
CD009252_pub2_data__A1,CD009252,88,A,-0.15968,0.690345,False,26,2689,10.1002/14651858.CD009252.pub2,5,63.57285429141717,False,0,26.76646706586827,Hidden Gem
CD007859_pub5_data__A3,CD007859,88,A,0.092007,0.786411,False,36,2806,10.1002/14651858.CD007859.pub5,1,26.34730538922156,False,0,13.992015968063875,Hidden Gem
CD007784_pub3_data__A21,CD007784,88,A,-0.048725,0.911326,False,22,1374,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013071_pub2_data__A6,CD013071,88,A,0.308691,0.530948,False,13,3898,10.1002/14651858.CD013071.pub2,15,91.81636726546905,False,0,45.20958083832335,Moderate
CD003376_pub4_data__A6,CD003376,88,A,0.236259,0.387166,False,14,1270,10.1002/14651858.CD003376.pub4,1,26.34730538922156,False,0,15.179640718562876,Hidden Gem
CD007310_pub3_data__A5,CD007310,88,A,-0.825557,0.0,True,22,3133,10.1002/14651858.CD007310.pub3,0,9.68063872255489,False,0,11.497005988023954,Hidden Gem
CD011762_pub2_data__A6,CD011762,88,A,-0.297103,0.0,True,163,222348,10.1002/14651858.CD011762.pub2,3,49.101796407185624,False,0,26.686626746506988,Hidden Gem
CD003774_pub5_data__A14,CD003774,88,A,-0.548605,0.044749,True,14,2600,10.1002/14651858.CD003774.pub5,13,88.32335329341318,False,0,43.26347305389221,Moderate
CD003774_pub5_data__A12,CD003774,88,A,-0.466173,0.072386,False,15,1172,10.1002/14651858.CD003774.pub5,13,88.32335329341318,False,0,43.26347305389221,Moderate
CD013366_pub2_data__A7,CD013366,88,A,-0.275228,0.214618,False,13,2487,10.1002/14651858.CD013366.pub2,10,82.83433133732535,False,0,40.47904191616767,Moderate
CD002042_pub6_data__A11,CD002042,88,A,0.065189,0.418919,False,33,21631,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A10,CD002042,88,A,0.019055,0.727742,False,47,24180,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A24,CD002042,88,A,-0.026326,0.795245,False,12,7885,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A27,CD002042,88,A,-0.120864,0.389895,False,21,10491,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD011762_pub2_data__A1,CD011762,88,A,-0.209514,0.000142,True,206,317207,10.1002/14651858.CD011762.pub2,3,49.101796407185624,False,0,26.686626746506988,Hidden Gem
CD002042_pub6_data__A7,CD002042,88,A,-0.006395,0.918546,False,43,20360,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A30,CD002042,88,A,-0.002097,0.963368,False,15,14026,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A6,CD002042,88,A,0.017282,0.734247,False,51,25146,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD007784_pub3_data__A20,CD007784,88,A,-0.079704,0.862196,False,20,1186,10.1002/14651858.CD007784.pub3,9,79.84031936127745,False,0,41.876247504990026,Moderate
CD013071_pub2_data__A7,CD013071,88,A,-0.306101,0.112074,False,23,3770,10.1002/14651858.CD013071.pub2,15,91.81636726546905,False,0,45.20958083832335,Moderate
CD013071_pub2_data__A12,CD013071,88,A,-0.055916,0.931917,False,10,2223,10.1002/14651858.CD013071.pub2,15,91.81636726546905,False,0,45.20958083832335,Moderate
CD013071_pub2_data__A15,CD013071,88,A,-0.106241,0.852018,False,10,3525,10.1002/14651858.CD013071.pub2,15,91.81636726546905,False,0,45.20958083832335,Moderate
CD002042_pub6_data__A13,CD002042,88,A,-0.142062,0.068098,False,19,8613,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A8,CD002042,88,A,0.010187,0.841818,False,51,23635,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A9,CD002042,88,A,0.003702,0.944498,False,48,23011,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD002042_pub6_data__A17,CD002042,88,A,0.107492,0.150907,False,36,22426,10.1002/14651858.CD002042.pub6,2,39.12175648702595,False,0,25.219560878243513,Hidden Gem
CD001909_pub4_data__A5,CD001909,88,A,0.360774,0.086736,False,13,1768,10.1002/14651858.CD001909.pub4,3,49.101796407185624,False,0,23.093812375249502,Hidden Gem
CD009298_pub3_data__A23,CD009298,88,A,-0.076209,0.79487,False,11,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD009298_pub3_data__A15,CD009298,88,A,0.122991,0.579895,False,11,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD009298_pub3_data__A24,CD009298,88,A,-0.04179,0.895476,False,10,1002,10.1002/14651858.CD009298.pub3,0,9.68063872255489,False,0,13.742514970059881,Hidden Gem
CD005595_pub4_data__A5,CD005595,88,A,-0.02804,0.957725,False,15,1998,10.1002/14651858.CD005595.pub4,8,76.14770459081836,False,0,37.24550898203593,Moderate
