ma_id,review_id,final_score,grade,grade_label,audit_score,consistency_score,robustness_score,stability_score,power_score,k,total_n,estimate,p_value,significant,doi,review_group,citation_count,citation_percentile,who_essential,nice_guideline_count,group_size_percentile,influence_score,quadrant
CD012152_pub4_data__A33,CD012152,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,228,-0.561937,0.15326,False,10.1002/14651858.CD012152.pub4,Diabetes,11,84.83033932135729,False,0,96.00798403193613,43.53293413173653,Moderate
CD012152_pub4_data__A32,CD012152,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,308,-0.542944,0.405412,False,10.1002/14651858.CD012152.pub4,Diabetes,11,84.83033932135729,False,0,96.00798403193613,43.53293413173653,Moderate
CD012152_pub4_data__A31,CD012152,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,1187,0.02259,0.960784,False,10.1002/14651858.CD012152.pub4,Diabetes,11,84.83033932135729,False,0,96.00798403193613,43.53293413173653,Moderate
CD012152_pub4_data__A3,CD012152,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,308,-0.446049,0.102852,False,10.1002/14651858.CD012152.pub4,Diabetes,11,84.83033932135729,False,0,96.00798403193613,43.53293413173653,Moderate
CD012152_pub4_data__A29,CD012152,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,308,-0.494075,0.165876,False,10.1002/14651858.CD012152.pub4,Diabetes,11,84.83033932135729,False,0,96.00798403193613,43.53293413173653,Moderate
CD012265_pub2_data__A2,CD012265,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,61,0.032261,0.987233,False,10.1002/14651858.CD012265.pub2,Infection,5,63.57285429141717,False,0,13.373253493013973,26.76646706586827,Moderate
CD012265_pub2_data__A1,CD012265,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,61,-0.444686,0.527408,False,10.1002/14651858.CD012265.pub2,Infection,5,63.57285429141717,False,0,13.373253493013973,26.76646706586827,Moderate
CD001552_pub3_data__A6,CD001552,65,C,Caution Advised,92.0,100.0,30.0,26.7,75.0,8,756,-0.691477,0.367116,False,10.1002/14651858.CD001552.pub3,Mental_health,6,68.76247504990019,False,0,59.58083832335329,33.46307385229541,Moderate
CD012335_pub2_data__A10,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,682,-1.873998,0.0,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A1,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,740,0.114672,0.855581,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012265_pub2_data__A4,CD012265,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,39,0.05001,0.980296,False,10.1002/14651858.CD012265.pub2,Infection,5,63.57285429141717,False,0,13.373253493013973,26.76646706586827,Moderate
CD012265_pub2_data__A3,CD012265,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,61,0.032261,0.987233,False,10.1002/14651858.CD012265.pub2,Infection,5,63.57285429141717,False,0,13.373253493013973,26.76646706586827,Moderate
CD003833_pub5_data__A1,CD003833,65,C,Caution Advised,100.0,100.0,50.0,24.6,50.0,6,311,-0.018423,0.983094,False,10.1002/14651858.CD003833.pub5,Hypertension,0,9.68063872255489,False,0,27.045908183632733,6.57684630738523,Moderate
CD013801_pub2_data__A13,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,84,0.047068,0.981334,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A12,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,47,-1.0,0.363709,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A11,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,64,2.151924,0.385251,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD011624_pub3_data__A20,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,1096,-0.171798,0.931578,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A2,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,1499,-0.103007,0.953752,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A19,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,395,-1.779331,0.0,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A18,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,1093,-0.177798,0.929195,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD004667_pub6_data__A22,CD004667,65,C,Caution Advised,92.0,100.0,30.0,1.4,100.0,13,12806,-0.051639,0.726756,False,10.1002/14651858.CD004667.pub6,Pregnancy,64,99.8003992015968,False,0,82.93413173652695,48.21357285429142,Moderate
CD015123_pub2_data__A9,CD015123,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,2110,0.2574,0.39926,False,10.1002/14651858.CD015123.pub2,Other,0,9.68063872255489,False,0,52.49500998003992,9.121756487025948,Moderate
CD011624_pub3_data__A15,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,56,-0.070204,0.972241,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A14,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,56,-0.070204,0.972241,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A13,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,56,-0.070204,0.972241,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A11,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,56,-0.070204,0.972241,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A10,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,395,-0.035357,0.985913,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A39,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,41,0.047628,0.981223,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A38,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,41,0.047628,0.981223,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A37,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,41,0.047628,0.981223,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD013801_pub2_data__A10,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,62,-1.59,0.42174,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013344_pub2_data__A3,CD013344,65,C,Caution Advised,92.0,100.0,30.0,1.6,100.0,11,1344,-0.187287,0.476069,False,10.1002/14651858.CD013344.pub2,Hypertension,8,76.14770459081836,False,0,73.45309381237524,37.80439121756487,Moderate
CD016002_data__A12,CD016002,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,500,0.119218,0.205989,False,10.1002/14651858.CD016002,,1,26.34730538922156,False,0,91.01796407185628,19.640718562874255,Moderate
CD016001_data__A7,CD016001,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,30,2.5,1e-06,False,10.1002/14651858.CD016001,,0,9.68063872255489,False,0,87.12574850299401,12.584830339321359,Moderate
CD016001_data__A6,CD016001,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,22,-8.2,0.099498,False,10.1002/14651858.CD016001,,0,9.68063872255489,False,0,87.12574850299401,12.584830339321359,Moderate
CD016001_data__A5,CD016001,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,22,-5.0,0.739093,False,10.1002/14651858.CD016001,,0,9.68063872255489,False,0,87.12574850299401,12.584830339321359,Moderate
CD016001_data__A4,CD016001,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,92,-0.023122,0.956206,False,10.1002/14651858.CD016001,,0,9.68063872255489,False,0,87.12574850299401,12.584830339321359,Moderate
CD016001_data__A3,CD016001,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,10,0.0,1.0,False,10.1002/14651858.CD016001,,0,9.68063872255489,False,0,87.12574850299401,12.584830339321359,Moderate
CD016001_data__A25,CD016001,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,51,9.168784,0.205035,False,10.1002/14651858.CD016001,,0,9.68063872255489,False,0,87.12574850299401,12.584830339321359,Moderate
CD014802_pub2_data__A3,CD014802,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,77,-1.193044,0.033709,False,10.1002/14651858.CD014802.pub2,Diabetes,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD014802_pub2_data__A2,CD014802,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,65,0.648027,0.217179,False,10.1002/14651858.CD014802.pub2,Diabetes,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD014802_pub2_data__A13,CD014802,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,518,-0.345957,0.356357,False,10.1002/14651858.CD014802.pub2,Diabetes,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A9,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,682,-0.011804,0.96246,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A7,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,740,1.094047,0.381913,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A6,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,740,0.168008,0.762189,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A5,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,740,0.463047,0.455978,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A3,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,740,1.318035,0.390982,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A2,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,0,0.230913,0.719037,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD012335_pub2_data__A12,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,722,-0.028898,0.945294,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD014965_pub2_data__A20,CD014965,65,C,Caution Advised,84.0,50.0,40.0,99.7,50.0,4,368,0.31261,0.70251,False,10.1002/14651858.CD014965.pub2,Diabetes,4,57.48502994011976,False,0,92.61477045908184,32.25548902195609,Moderate
CD013707_pub2_data__A9,CD013707,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,90,1.184667,0.333797,False,10.1002/14651858.CD013707.pub2,Cardiovascular,1,26.34730538922156,False,0,59.58083832335329,16.497005988023954,Moderate
CD013707_pub2_data__A11,CD013707,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,106,0.162994,0.897096,False,10.1002/14651858.CD013707.pub2,Cardiovascular,1,26.34730538922156,False,0,59.58083832335329,16.497005988023954,Moderate
CD008940_pub4_data__A4,CD008940,65,C,Caution Advised,92.0,100.0,30.0,2.2,100.0,33,2906,0.17635,0.373409,False,10.1002/14651858.CD008940.pub4,Other,0,9.68063872255489,False,0,27.045908183632733,6.57684630738523,Moderate
CD008940_pub4_data__A3,CD008940,65,C,Caution Advised,92.0,100.0,30.0,2.2,100.0,33,2990,-0.081616,0.646746,False,10.1002/14651858.CD008940.pub4,Other,0,9.68063872255489,False,0,27.045908183632733,6.57684630738523,Moderate
CD011624_pub3_data__A22,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,1499,-0.103007,0.953752,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD011624_pub3_data__A21,CD011624,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,1499,-1.363928,0.461245,False,10.1002/14651858.CD011624.pub3,Hypertension,8,76.14770459081836,False,0,97.80439121756487,40.23952095808383,Moderate
CD012335_pub2_data__A11,CD012335,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,682,0.11217,0.713613,False,10.1002/14651858.CD012335.pub2,Cancer,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD013801_pub2_data__A5,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,62,6.0,0.231669,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A4,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,15,3.6,0.076823,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013303_pub2_data__A25,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,242,0.0,1.0,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD013303_pub2_data__A24,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,285,-0.031853,0.985725,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD013331_pub2_data__A6,CD013331,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,54,-0.391904,0.737394,False,10.1002/14651858.CD013331.pub2,Pain,6,68.76247504990019,False,0,27.045908183632733,30.209580838323348,Moderate
CD013303_pub2_data__A19,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,336,2.526178,0.0,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD013303_pub2_data__A18,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,140,0.0,1.0,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD010333_pub4_data__A7,CD010333,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,24,0.160343,0.937347,False,10.1002/14651858.CD010333.pub4,Mental_health,10,82.83433133732535,False,0,41.417165668662676,37.275449101796404,Moderate
CD010333_pub4_data__A6,CD010333,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,14,0.0,1.0,False,10.1002/14651858.CD010333.pub4,Mental_health,10,82.83433133732535,False,0,41.417165668662676,37.275449101796404,Moderate
CD010333_pub4_data__A5,CD010333,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,14,0.0,1.0,False,10.1002/14651858.CD010333.pub4,Mental_health,10,82.83433133732535,False,0,41.417165668662676,37.275449101796404,Moderate
CD010333_pub4_data__A4,CD010333,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,34,1.014352,0.206239,False,10.1002/14651858.CD010333.pub4,Mental_health,10,82.83433133732535,False,0,41.417165668662676,37.275449101796404,Moderate
CD010333_pub4_data__A3,CD010333,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,21,2.014903,0.097421,False,10.1002/14651858.CD010333.pub4,Mental_health,10,82.83433133732535,False,0,41.417165668662676,37.275449101796404,Moderate
CD010333_pub4_data__A2,CD010333,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,12,0.0,1.0,False,10.1002/14651858.CD010333.pub4,Mental_health,10,82.83433133732535,False,0,41.417165668662676,37.275449101796404,Moderate
CD014802_pub2_data__A5,CD014802,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,49,-0.447312,0.824826,False,10.1002/14651858.CD014802.pub2,Diabetes,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD013303_pub2_data__A17,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,79,-0.025001,0.990088,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD013801_pub2_data__A29,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,122,0.35336,0.652811,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A25,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,87,-1.77259,0.25713,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD014802_pub2_data__A11,CD014802,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,77,-0.325422,0.487246,False,10.1002/14651858.CD014802.pub2,Diabetes,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD014802_pub2_data__A10,CD014802,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,601,-0.373532,0.388332,False,10.1002/14651858.CD014802.pub2,Diabetes,0,9.68063872255489,False,0,67.86427145708582,10.658682634730539,Moderate
CD014785_pub2_data__A4,CD014785,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,227,0.026317,0.989524,False,10.1002/14651858.CD014785.pub2,Other,24,97.50499001996008,False,0,13.373253493013973,40.33932135728543,Moderate
CD014785_pub2_data__A3,CD014785,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,674,-0.738681,0.371612,False,10.1002/14651858.CD014785.pub2,Other,24,97.50499001996008,False,0,13.373253493013973,40.33932135728543,Moderate
CD014785_pub2_data__A2,CD014785,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,674,0.360042,0.7407,False,10.1002/14651858.CD014785.pub2,Other,24,97.50499001996008,False,0,13.373253493013973,40.33932135728543,Moderate
CD014769_pub2_data__A8,CD014769,65,C,Caution Advised,92.0,100.0,30.0,3.7,100.0,11,25057,-0.200251,0.177909,False,10.1002/14651858.CD014769.pub2,Diabetes,4,57.48502994011976,True,0,94.11177644710578,52.40518962075848,Moderate
CD013801_pub2_data__A23,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,15,0.37949,0.854106,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A22,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,62,2.74084,0.011711,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A20,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,87,1.006593,0.541098,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A19,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,87,-1.77259,0.25713,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A18,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,40,-0.640779,0.700335,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A17,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,127,-1.671839,0.370509,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A14,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,122,0.616682,0.526144,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD015711_pub2_data__A6,CD015711,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,100,4.298783,0.003014,False,10.1002/14651858.CD015711.pub2,Other,3,49.101796407185624,False,0,27.045908183632733,22.345309381237527,Moderate
CD013303_pub2_data__A22,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,23,1.522427,0.103472,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD013303_pub2_data__A21,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,242,0.0,1.0,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD013303_pub2_data__A20,CD013303,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,242,0.0,1.0,False,10.1002/14651858.CD013303.pub2,Hypertension,20,96.50698602794411,False,0,91.01796407185628,47.70459081836328,Moderate
CD010333_pub4_data__A1,CD010333,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,12,1.265666,0.465116,False,10.1002/14651858.CD010333.pub4,Mental_health,10,82.83433133732535,False,0,41.417165668662676,37.275449101796404,Moderate
CD016168_data__A21,CD016168,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,55,-0.429679,0.452664,False,10.1002/14651858.CD016168,,0,9.68063872255489,False,0,84.83033932135729,12.355289421157686,Moderate
CD016168_data__A20,CD016168,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,244,-0.718045,0.55985,False,10.1002/14651858.CD016168,,0,9.68063872255489,False,0,84.83033932135729,12.355289421157686,Moderate
CD013810_pub2_data__A16,CD013810,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,360,0.122577,0.945132,False,10.1002/14651858.CD013810.pub2,Hypertension,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013810_pub2_data__A15,CD013810,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,430,-0.027844,0.988905,False,10.1002/14651858.CD013810.pub2,Hypertension,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013810_pub2_data__A14,CD013810,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,430,-0.027844,0.988905,False,10.1002/14651858.CD013810.pub2,Hypertension,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013810_pub2_data__A13,CD013810,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,430,-0.027844,0.988905,False,10.1002/14651858.CD013810.pub2,Hypertension,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013810_pub2_data__A11,CD013810,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,733,-0.056697,0.974527,False,10.1002/14651858.CD013810.pub2,Hypertension,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013810_pub2_data__A10,CD013810,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,733,-0.056697,0.974527,False,10.1002/14651858.CD013810.pub2,Hypertension,0,9.68063872255489,False,0,76.24750499001996,11.497005988023954,Moderate
CD013801_pub2_data__A8,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,15,2.2,0.147466,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD013801_pub2_data__A7,CD013801,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,62,-5.5,0.01219,False,10.1002/14651858.CD013801.pub2,Cardiovascular,0,9.68063872255489,False,0,89.92015968063872,12.86427145708583,Moderate
CD014769_pub2_data__A17,CD014769,65,C,Caution Advised,92.0,100.0,30.0,3.7,100.0,10,75551,0.093603,0.523114,False,10.1002/14651858.CD014769.pub2,Diabetes,4,57.48502994011976,True,0,94.11177644710578,52.40518962075848,Moderate
CD016168_data__A5,CD016168,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,910,1.123424,0.137453,False,10.1002/14651858.CD016168,,0,9.68063872255489,False,0,84.83033932135729,12.355289421157686,Moderate
CD016001_data__A22,CD016001,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,22,-2.7,0.526289,False,10.1002/14651858.CD016001,,0,9.68063872255489,False,0,87.12574850299401,12.584830339321359,Moderate
CD001072_pub2_data__A1,CD001072,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,32,1.84055,0.020656,False,10.1002/14651858.CD001072.pub2,Other,0,9.68063872255489,False,0,7.0858283433133735,4.580838323353293,Moderate
CD010583_pub6_data__A5,CD010583,65,C,Caution Advised,84.0,100.0,40.0,0.4,100.0,10,2156,0.081012,0.658094,False,10.1002/14651858.CD010583.pub6,Infection,2,39.12175648702595,False,0,41.417165668662676,19.79041916167665,Moderate
CD015526_pub2_data__A3,CD015526,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,37,-0.010591,0.995358,False,10.1002/14651858.CD015526.pub2,Renal,1,26.34730538922156,False,0,13.373253493013973,11.876247504990022,Moderate
CD015526_pub2_data__A2,CD015526,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,37,-0.645831,0.70782,False,10.1002/14651858.CD015526.pub2,Renal,1,26.34730538922156,False,0,13.373253493013973,11.876247504990022,Moderate
CD015462_pub2_data__A14,CD015462,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,156,0.0,1.0,False,10.1002/14651858.CD015462.pub2,Respiratory,6,68.76247504990019,True,0,79.34131736526946,55.439121756487026,Moderate
CD015462_pub2_data__A13,CD015462,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,2,165,-0.040025,0.982131,False,10.1002/14651858.CD015462.pub2,Respiratory,6,68.76247504990019,True,0,79.34131736526946,55.439121756487026,Moderate
CD015462_pub2_data__A12,CD015462,65,C,Caution Advised,92.0,100.0,60.0,50.0,25.0,1,40,0.0,1.0,False,10.1002/14651858.CD015462.pub2,Respiratory,6,68.76247504990019,True,0,79.34131736526946,55.439121756487026,Moderate
